document	label
니네가 쉽게 평가할 수 있는 사람이 아니다 우리 룡이 형님은 걍 닥치고10점 박는 거다 알겠냐? 저런 액션과 연출 센스는 지금도 못한다. 그리고 금보형 중간에 까메오로 나오는거 봤냐 못봤냐? 소룡이형이랑 용쟁호투에서 다이다이 뜨던 형이다. 10점	1
이런게 영화다. 이런게 연기다.	1
쿵푸팬더2는 나오지 말았어야 됬어	1
로안앳킨슨의 '미스터빈'어리버리 연기가 돋보인 영화! 속편도 잼있음ㅋㅋ	1
최고의영화ㅠㅠㅠ명작중의 명작....가슴이뭉클해지는영화	1
세인트 같은 영화 좋아하면 이런영화 평점 10점 주고싶다.	1
료코짱!	1
미국의 한국갱이라는 소재가 강한 호기심을 불러 일으킨 영화.	1
이렇게 소리내 운적이 없었는데... 마지막 마니가 방 창문에서 손 흔드는데. 진짜 미치도록 울었다...	1
소름끼친다!	1
독특한 소재! 매력적인 배우들! 그리고 부천에서의 반응!! 꼭 봐야할 영화!	1
누군가를 이렇게 오랫동안 사랑할 수 있을까	1
간만에 심장 두근거리며 본 영화...짠하면서도 ....주지훈이란 배우 다시보게됌	1
최고의 드라마 김태희랑 OST가 너무좋다	1
어렸을때 보고 또 봤는데 감동은 여전하네요	1
제레미레니에 아닌줄알았다. 대단! 하나의성장영화. 물질과바꿀수없는 소중한 사랑.	1
러셀크로우 연기 최고~!	1
진짜 재미있오여♥ 그리고 천둥 너무 귀여버♥♥연기도 잘하고ㅋ 네일샵 파리스 잘볼게염^^	1
역시 변요한이네요 변배우 빠이팅	1
오우 설정이 좋다. 도둑과 여경찰. 남자사우나에서 가운벗기..	1
"""길을 아는 것과 걷는 것의 차이"""	1
가슴찡한 스토리가 좋았어요~	1
폭풍고추 홍고추가 간다	1
내용은 좋았습니다. 그러나 끝에서 총으로 죽지 않는건 좀 오버인듯...감동도 있고 했으나..총으로 죽지 않는 괴물을 도제 혼자서 상대하는건 너무 심했네요....	1
조용하게 원투만 날리다가 엔딩이 끝난후 여운이라는 엄청난 스트레이트가 들어온다	1
공포영화인줄 알았쉬먀ㅋㅋ	1
왜? 뭐가? 씰데없이 악평들 많아서 속았다! 안 보다가 이제야 2~3회씩 몰아봤는데 잼나기만 하다. 드라마는 재밌으면 되는 거 아닌가? 글고 온주완이란 배우를 알게 됐네.. 뭔가 느낌이 있는 배우였어..의외로 눈에 띄넹! 주시하겠어~	1
세상에서 가장 똑똑해 보이는 멍청이의 요절복통 코메디	1
겁나 재미있게 잘본드라마임.. 최초롱이 7번방의 선물에서 경찰청장 딸로 나온애 맞는거같음	1
"연기와 연출, 각본의 하모니. 현실이 불공평한 자들을 향한 '희망' 을 주는 영화."	1
그래도 링라센보다 훨 나았다	1
재밋는딩..	1
다른 표류 영화들은 무인도를 탈출하면 영화가 끝난다. 하지만 이 작품은 무인도를 탈출하려고 할 때부터 비로소 시작된다.	1
차배우♥	1
졸라 재밋네 꼭보셈ㅋㅋㅋ	1
갈갈이패밀리가너무너무좋아요.	1
개잼졸잼추천작 스즈미야시리즈는 모든게다흥미롭고 재밌다	1
아름다운영화	1
"말랑할 줄 았았는데 썁샤름했던 사탕. 다시보고싶다, 그 색감이 그 마음이"	1
그냥 휙하고 지나가네요..재밌어요	1
"사랑하라면, 이렇게,"	1
몰아주기 한표.. 저도 그냥 10점 떤짐	1
ㅜ 강아지 넘귀여버	1
"이고가 한 말 중, 누구나 요리할 수 있다는 말이 얼마나 어렵고 감동적인지 모르는 사람은 아주 어린 사람이거나 혹은 이미 성공한 사람이다. (퍼온말)"	1
선 평점 후 감상	1
"노주현, 박영규 조합의 시너지 효과는 가히 환상적이었다."	1
세월이 지나서 다시 보니 뭔가 먹먹함이 다르더군요. 공감하는 사람이라면 가슴속에 명작으로 남을 듯...	1
"까만 커피, 흰 담배. 흑백화면에 담겨지는 어색한 이야기들, 좋다."	1
개인적으로 유하감독 최고의 작품이라 생각한다.	1
상훈은 외강내유같은 사람이다	1
긴장감 지리네여 그리고 초반시작할때부터 관람자 절망감 장난아니네여;; 내일이면 죽는다는 기분..와 작살남	1
평점이 상대적으로 박한 영화중에 하나인듯.. 흥행은 성공 못했어도 케이블에서 만큼은 제왕인듯.. 워터월드도 괜찮았고..	1
이야 재밌는데. ㅋ 마지막엔 놀랐네.	1
"감동하구,,,넘재미있었어요....^^"	1
야외 오페라라서 오디오가 좀 무리가 있겠다 싶었는데 예상을 뛰어넘는 좋은 음질이네요. 국내 야외오페라는 오디오 잡는게 힘들어서 듣기가 힘들었거든요.그리고 아이다보다는 암네리스의 노래가 아주 좋았습니다.	1
그때가 그립다..............	1
"초반 30분은 정말 완벽함., 생각보다 신선하고 과감하고 영화다워서 멋있는 영상과 이야기"	1
재밌다 ㅋㅋ 오래 전에 봤지만	1
숨어있던 수작!	1
윙가↗르→디움 레비→오↗우사	1
볼만하다	1
마지막 참호에서 웃는 장면이 많은걸 느끼게 해준다...	1
왜이렇게 악플이 많나 했더니 초딩이 리플을 달았군.. 정말 감동있는 영화였습니다.	1
휴그랜트나와서봤음..ㅋㅋ 생각보다 재밌게 봤어요. 기대하지 않고 그냥 봐서 그런지	1
좋은영화이다 알고보자	1
결말이좀.....	1
아~! 시즌2하면 좋겠당	1
재밌다. 이런 영화 더 없나요	1
연출진의 재연이 돋보임!	1
엄청엄청 기대중...친구한테 씨엔블루 영화찍는다는거 말안했다가 사이 엄청 나빠질뻔했으뮤ㅠㅠ 쨋든 짱짱 기대할께여	1
이연걸VS견자단 최고의 고수대결!!	1
좋아좋아좋아좋아좋아좋아	1
작가때문에1점도안주고싶지만승호때문에10점줌ㅋㅋㅋ굳이우리여운이 죽일필요없었잖아	1
잼있다.	1
나는 당신을 필요로 하지않소..왜요?가질수없으니까..	1
마지막 장면이 잊혀지지 않는다 ... 명작!	1
형최고! 누구보다멋있는형ㅋㅋ	1
오리지날사운드트랙을 아직 보관중입니다...좋은작품	1
내 생애 최고의 드라마다. 한국드라마는 언제 따라잡을까?	1
짱	1
good	1
흠흠 호소자잼있어염 ~	1
꿈을 꾸는사람 꿈을 이룬사람 돌멩이도 꿈은 있잖아! 꿈과희망을 주는 영화	1
so good~	1
액션영화는 액션만 봐도 됨 ㅋㅋ	1
존잼임 ♥♥♥♥ 캐스팅도 존좋	1
영화소재도신선하니괜찮고 음악선택도 신선해서 너무좋았다 주인공이 너무귀여워 계속웃은듯ㅋㅋㅋ킬링타임으로도괜찮고 우정타입으로도 좋은영화!! 추천	1
마누라죽이기 볼만함	1
5년전쯤 VOD로 우연히 봤을땐 그냥 재밌기만 했는데 지금 보니까 이렇게 좋은영화인줄 몰랐어요. 어릴때읽는 어린왕자랑 어른이되서 읽는 어린왕자의 차이같았어요. 정말 인생에서의 희망을 알려주는 영화같아요. 세상에 불가능이란 없다라는걸 알려주는것 같아요.	1
스릴과 긴장이 최고였던 외화..그립구만..	1
마펭이 역시 쵝오!ㅎㅎ 펭귄들 넘 귀여워염><*꺄 다시보고싶은 영화에요 ♥	1
도성시리즈 흑사회 나이트폴을 본 이후로 장가휘님의 팬이되었는데 어둡고 불확실했던 사람들이 하나의 행복을 위해 몸을 던져가는 영상을 보면 뭉클하기도하고 장가휘님과 같이 연기했던 출연진분들도 다시금 새롭게 보게되네요 인생에 꼭봐하는 영화주저말고 보세여	1
"사회적 약자를 보호해야 하는 사람은 누구인가,, 과학과 기술이 점점 발달해가면서 오히려 사람들간의 정서적 고리는 약화되어 가고 공동체는 점점 더 모호해져 가는 현실, 자신의 곁에 있는 사람에게 관심을 기울여야 하는 시간은 바로 지금...!"	1
82년작이나 90년대 신무협보다 더 현란하고 스펙타클함! 꼭 보심	1
정말 보고 싶었는데 드디어 EBS에서 한답니다. 스타 워즈 에피소드 4 - 새로운 희망EBS낮 12:10 ~2: 20	1
정말 재미있어요!!! 토이스토리 이후로 이렇게 재미있는 애니메이션은 처음인것 같아요!! 샌디맨. .♡	1
감동적인 영화였습니다. 인생을 돌아보게 되네요	1
재밌음...ㅎㅎㅎㅎ	1
너무 재밌엌ㅋㅋㅋㅋㅋ 류승범 good	1
투박한 움직임과 화면이 더 따뜻하고 감동적 클레이 애니중 단연 돋보인다~	1
DVD가 요즘 파나...?	1
재밌습니다 보는내내시간가는줄..	1
"어릴 적, 나를 설레게 했던 영화^^ 그것만으로도 충분하다"	1
머나먼 옛날 비디오로 우려먹던 만화	1
훈훈한게 좋은데요 가족영화가 이만하면 굿!	1
약간 디워필나긴한데 크리스찬 베일 나오니깐 뭐	1
이거 짱이던데요... 조니뎁 안나오면 안볼것 같은 영화에요	1
"인생의 진정한 행복은 무엇인지를 깨달을수 있던 시간..영화를 보는 내내 너무 울었지만, 또한 너무 행복했습니다.."	1
옥한흠 목사님께서 놓치신 것은 2가지가 아니라 3가지...건강.. 가정.. 후임자...새로지은 사랑의 교회가 나올 때 참 착잡했습니다.옥 목사님이 바라시던 바였을까요?	1
진짜 재밋음ㅋㅋ	1
요즘 하루종일 이거만보는중.외모.스토리.연기력 등 어느하나 안빠지고정우성 너무멋잇고 한지민 진짜이쁨 그리고 김범 이재우 김준성 나문희 김민경 그리고 정이(이름 까먹) 다들 연기너무잘하네요	1
현대인의 가치상실	1
한쌤ㅠㅠㅠㅠㅠㅠ	1
몇번을봐도질리지않는	1
2번째 보구 평점올리는 것이지만 2번 봐도 재밌어요 ㅎㅎ 송강호 강동원 연기 너무 잘혀 ㅋ	1
니콜라이..내가본 가장진중하고 멋있는 영화케릭터...영화또한 완벽하다.	1
만점도 적다. 봐도봐도 좋은영화	1
정말..최고의 드라마 두고두고 생각나고 기억될드라마 너무재밋다~!!!한여름 남선생 잡아~!!ㅠㅠ	1
진짜 10년동안 똑같은 영화 틈날때마다 보고있어요 진짜 내인생의 최고의영화 대사까지도 거의다 외울정도로 너무 재밌게봤어요 ~~	1
이건 애니먼저 다 봐야 이해가쉽고 감동도 2배임.. 극장판보면서 멘마의 모습이 한번 더 보였으면 정말 슬펐을텐데ㅠㅠ	1
만화를 원작으로 한 일본 영화가 이렇게까지 완성도가 높을줄은.. 영상이고 음악이고 스토리고 뭐 하나 흠잡을 것이 없다.질리게 잘 만들었다.	1
진정 착한 드라마란 이런 것	1
이게 10점이 아니면 대체 뭐가 10점이라는 거냐	1
책보고 나서 며칠간 잠을 못이뤘다... 영화는 그럭저럭	1
화려한 영상미에 소소한 유머가 돋보이는 이안 스타일. 주인공이 주윤발인줄 알았더니 장쯔이	1
시바가 범인이다.	1
별 생각없이 봤는데 액션도 좋고 너무 감동적이었어요~~	1
우리는 시간 여행을 하고있다 !순간순간을 소중히 보내자.	1
보는 동안 내내 행복했던 영화	1
아직도 기억에 남는 영화	1
임진강노래도 좋았고 일본분들이 서툰한국어로 하신것도 감동이네요^^	1
527 여명의 미소 장만옥의 덤덤함..	1
좋은 영화. 짧은 시간에 깊은 여운을 준다	1
이 영화 고등학교때 극장에서 3번이나 보고 나왔고 이영화때문에 이완맥그리거 좋아했고 ost 또한 최고임 대니보일 감독은 나의가장 좋아하는 감독이 됨더 좋은 영화 만들어주어서 더 최고!!	1
잔잔하고 좋은영화다.	1
아일랜드 의 아름다운풍경과 러블리함이 느껴지는 로맨틱 영화	1
각기 다른 삶의 무게. 세상은 이렇듯 불공평하다. 하지만 죽음의 무게는 공평하다.	1
김재원대박죠아	1
스탤론형님 영화중 수작인 영화임 진짜 재미있고 몰입도가 대단합니다 !	1
여진구 짱!!!!!!!!!!!!! 무대인사같은거 안하나???	1
I am the doctor	1
비치 보이즈나 브라이언 윌슨이라는 가수를 잘 모르는 채로 봤는데 참 재밌던데요..천재의 고뇌와 고독함이 잘 드러나는 영화였습니다	1
저도 한번 끝까지 버텨보겠습니다.	1
재밌게 봤어요. 약간의 의문점이 있지만...	1
평점은 믿을게 못된다는걸 다시 한번 알게해준 영화	1
와 재밌당!! 이런풍 영화 또 안나오낭 ㅠㅠ	1
완전 최고	1
짧고 굵은 임팩트 강한 영화 세계 정상급의 파쿠르를 볼 수 있는 귀한 영화	1
굿	1
오우삼.....참 추억돋네....당신이 있어 행복했다.	1
기대보다 더 큰 재미! 다소 무거울 수 있는 내용을 유쾌하지만 깊이있게 담아낸 영화	1
아니 이영화는 한장면도 빠짐없이 교훈과 감동을 주는 영화인데 평점이 이리 낮은가..이 영화에 가족간의 사랑이 잘 돋보이는 내용일 터인더 약간의 공포성도 있지만 소심이 아니라면 볼 수 있는 내용일테인데 이 평점은 말이 안된다.	1
인간의추악한본성을잘보여준숨겨진수작이다.	1
결국 지지고 볶아도 때론 무감각할 때도 있더라도 이 사람이 답이다 라는 교훈을 준 영화	1
명월이가조아ㅋㅋㅋㅋㅋㅋㅎㅎㅎ	1
인간이라면 출구를 찾을 마음이 있다	1
중간정도에서는흙으로뒤덥혀잇는생로병사분이깨어있는모습그리고흙이떨어져있는모습도 인상적이었음.그리고동하를구해주는도와주는모습도 인상적이었음.그리고혼자생로병사어깨붓으로청소해주는모습.그래서버스를타고온일본여인과만나시다.이게중간정도에서끝이다.	1
여러가지 버젼이 있어 보는 매니아적 보는 재미도있고 sf의 전설이라고 부르기에 충분하다..	1
레오의 연기.. 보는 내내 찡하고 그 때문에 웃고 울었다. 생일파티 장면에서 길버트가 어니와 숨바꼭질 하는 장면은 끝난 후에도 내내 다음날까지 마음에서 떠나질 않는다.	1
90년대를 대표하는 로멘틱 코미디물!	1
진짜 가족이란 무엇일까	1
그냥 한마디 최고다...처음으로 로그인해서 달아본다	1
영화 속 스토리에서 생생히 느껴지는 가슴 아픈 한국전의 역사적 사실... 전쟁의 아픔과 그속에서 적으로 만난 동족을 죽일 수 밖에 없는 현실.. 보는 내내 가슴이 먹먹했습니다.	1
진짜 재미있음 배우들 연기도좋고	1
너무재미있어요!짱^_^	1
철저히 계획된 음모...사랑하는이와 모든것을 잃은자의 분노로 점철된 복수를 위한 도망...드라마가 살아있는 추격 서스펜스의 정석... 심장을 움켜쥐는 해리슨포드식 투박한 액션은 그의 드라마에 뜨거움을 더해주다.	1
너무너무 좋았습니다..... !! 일본영화 특유의 여운 -	1
천사도 인간을 부러워 하더라	1
기대안하고 봤는데 너무 괜찮았어요 결국 다 짠거였다니ㅠㅠ반전의반전ㅋ	1
